// клонирование первого числа

00, ,<,01
01,0,<,01
01,1,<,01
01, ,<,022
022,1,<,022
022,0,<,022
022, ,>,02
02,0, ,03
03, ,>,04
04,0,>,04
04,1,>,04
04, ,>,05
05,0,>,05
05,1,>,05
05, ,>,066
066, ,0,06
066,1,>,066
066,0,>,066
06,0,<,06
06,1,<,06
06, ,<,07
07,0,<,07
07,1,<,07
07, ,<,086
086,1,<,086
086,0,<,086
086, ,0,08
08,0,>,02
08,1,>,02
02,1, ,09
09, ,>,10
10,0,>,10
10,1,>,10
10, ,>,11
11,0,>,11
11,1,>,11
11, ,>,111
111,1,>,111
111,0,>,111
111, ,1,12
12,0,<,12
12,1,<,12
12, ,<,13
13,0,<,13
13,1,<,13
13, , ,088
088, ,<,089
088,1,<,089
089, ,1,08
089,1,<,089
089,0,<,089
088,0,0,08
02, ,>,14
14,0,>,14
14,1,>,14
14, ,>,15
15,1,>,15
15,0,>,15
15, ,<,16
16,1,<,16
16,0,<,16
16, ,<,17

17,0, ,19
19, ,>,18
18, ,>,20
20,1,>,20
20,0,>,20
20, ,<,21
21,0,0,23
21,1,0,23

17,1, ,25
25, ,>,26
26, ,>,27
27,1,>,27
27,0,>,27
27, ,<,28
28,0,0,29
28,1,1,29
29,0,<,30
29,1,<,30
23,0,<,24

24,0, ,1240
24,1, ,1241
30,1, ,1301
30,0, ,1300
1240, ,<,240
1241, ,<,241
1300, ,<,300
1301, ,<,301

240,1,<,240
241,1,<,241
300,1,<,300
301,1,<,301
240,0,<,240
241,0,<,241
300,0,<,300
301,0,<,301

301, ,<,3010
300, ,<,3000
240, ,<,2400
241, ,<,2410

3010, ,1,301006
3000, ,1,300006
2410, ,0,241006
2400, ,0,240006
240006,0,<,24000
241006,0,<,24100
301006,1,<,30100
300006,1,<,30000

3010,1,<,3010
3010,0,<,3010
3000,1,<,3000
3000,0,<,3000
2410,1,<,2410
2410,0,<,2410
2400,1,<,2400
2400,0,<,2400

30100, ,>,601
601,1,>,601
601,0,>,601
601, ,>,60113
60113,1,>,60113
60113,0,>,60113
60113, , ,6011
6011, ,<,60111
60111,1, ,601111
601111, ,<,60111
60111,0, ,601111
60111, ,>,602222
602222, ,>,602222
602222,1,>,603333
602222,0,>,603333
603333,1,>,603333
603333,0,>,603333
603333, , ,7000


24000, ,>,602
24100, ,>,601

//30000, ,>,602
//602,1,>,602
//602,0,>,602
//602, ,>,6012
//6012, ,0,60112
//6012,1,>,6012
//6012,0,>,6012
//60112,1,>,60112
//60112,0,>,60112
//60112, , ,60112

30000, ,>,602
602,1,>,602
602,0,>,602
602, ,>,60114
60114,1,>,60114
60114,0,>,60114
60114, , ,6012
6012, ,<,60112
60112,1, ,601112
601112, ,<,60112
60112,0, ,601112
60112, ,>,602222




30100,1, ,301001
30000,1, ,300001
24000,1, ,300001
24100,1, ,301001
30100,0, ,240000
30000,0, ,240000
24100,0, ,240000
24000,0, ,240000

240000, ,>,440
300001, ,>,5001
301001, ,>,5011

440,1,>,440
5001,1,>,5001
5011,1,>,5011
440,0,>,440
5001,0,>,5001
5011,0,>,5011

440, ,>,4400
5001, ,>,50010
5011, ,>,50110

4400,1,>,4400
50010,1,>,50010
50110,1,>,50110
4400,0,>,4400
50010,0,>,50010
50110,0,>,50110

4400, ,0,444
50110, ,1,55511
50010, ,0,55510

444,0,<,24
55511,1,<,30
55510,0,<,30

30, ,<,3333
24, ,<,2424
2424,1,<,2424
3333,1,<,3333
2424,0,<,2424
3333,0,<,3333
2424, ,0,242424
3333, ,1,333333
333333,1,>,333333
242424,1,>,242424
333333,0,>,333333
242424,0,>,242424
333333, ,>,33333
242424, ,>,24242
33333,1,>,33333
24242,1,>,24242
33333,0,>,33333
24242,0,>,24242
33333, , ,33333
24242, , ,24242

7000, ,<,70000
70000,1,<,700000
70000,0,<,700000
700000,1,>,7001
700000,0,>,7001

7001,1,<,7001
7001,0,<,7001
7001, ,>,7002
7002,1, ,6611
7002,0, ,6600
6600, ,>,66000
66000,1,>,66000
66000,0,>,66000
66000, , ,7000

//6600, ,<,6600
//6600,0,>,66000
//6600,1,>,66000
//66000, ,>,67000
//67000, ,0,67000
//67000,0,>,6666

6611, ,<,6611
6611,0,>,66111
6611,1,>,66111
66111, ,>,67111
67111, ,1,67111
67111,1,>,6666

6666, ,>,6666
6666,1,>,6777
6666,0,>,6777
6777,0,>,6777
6777,1,>,6777
6777, , ,5555


5555, ,<,55555
55555,1,<,555555
55555,0,<,555555
555555, ,>,5123
5123,1, ,5121
5123,0, ,5120

5120, ,<,5120
5120,1,>,51200
5120,0,>,51200
51200, ,0,51200
51200,0,>,989

5121, ,<,5121
5121,1,>,51211
5121,0,>,51211
51211, ,1,51211
51211,1,>,989
989, , ,989

555555,1,>,5551
555555,0,>,5551

5551,1,<,5551
5551,0,<,5551
5551, ,>,5552
5552,1, ,5511
5552,0, ,5500

5500, ,<,5500
5500,0,>,57000
5500,1,>,57000
57000, ,0,57000
57000,0,>,6666

5511, ,<,5511
5511,0,>,57111
5511,1,>,57111
57111, ,1,57111
57111,1,>,6666




700000, ,>,8000
8000,1, ,801
8000,0, ,800

800, ,<,800
800,1,>,810
800,0,>,810
810, ,>,8000000
8000000, ,0,8000000
8000000,0,>,80000000
80000000, , ,80000000

801, ,<,801
801,1,>,811
801,0,>,811
811, ,>,80000001
80000001, ,1,80000001
80000001,1,>,800000001
800000001, , ,800000001











