00, ,<,01
01,0,<,01
01,1,<,01
01, ,>,02
02,0,>,03
02,1,>,20
03,1, ,04
03,0, ,12
04, ,>,05
05,0,>,05
05,1,>,05
05, ,>,06
06,0,>,06
06,1,>,06
06, ,1,07
07,1,>,08
08, ,0,09
09,0,<,09
09,1,<,09
09, ,<,10
10,0,<,10
10,1,<,10
10, ,1,11
11,1,>,02
12, ,>,13
13,0,>,13
13,1,>,13
13, ,>,14
14,0,>,14
14,1,>,14
14, ,0,15
15,0,>,16
16, ,0,17
17,0,<,17
17,1,<,17
17, ,<,18
18,0,<,18
18,1,<,18
18, ,0,19
19,0,>,02
20,1, ,21
20,0, ,29
21, ,>,22
22,0,>,22
22,1,>,22
22, ,>,23
23,0,>,23
23,1,>,23
23, ,1,24
24,1,>,25
25, ,1,26
26,0,<,26
26,1,<,26
26, ,<,27
27,0,<,27
27,1,<,27
27, ,1,28
28,1,>,02
29, ,>,30
30,0,>,30
30,1,>,30
30, ,>,31
31,0,>,31
31,1,>,31
31, ,0,32
32,0,>,33
33, ,1,34
34,0,<,34
34,1,<,34
34, ,<,35
35,0,<,35
35,1,<,35
35, ,0,36
36,0,>,02
03, ,>,37
37,0,>,37
37,1,>,37
37, ,0,38
38,0,>,38
38, , ,38
20, ,>,39
39,0,>,39
39,1,>,39
39, ,1,40
40,1,>,40
40, , ,40
